FID,Status,Score,Match_type,Match_addr,Number,LONGITUDE,LATITUDE,UID,ProgType,Agency,ProgName,InvType,BedType,TargetPop,SubPop,PopB,PopC,McKVento,UtilizRate,Address,Address2,City_1,ZIP,GEOID,Contact,Title,Phone,Email,SPA,SD,CD,CTs,Beds,Units,PIT,SkidRow,Veterans
67,M,100,A,"452 S Main St, Los Angeles, CA, 90013",1,-118.247963,34.047183,036-009823,PSH,Skid Row Housing Trust,New Genesis Apartments,C,0,SMF,Individual,NA,NA,No,0.89,452 S MAIN ST, ,Los Angeles,90013,62118,LaCheryl Porter,Housing Operations Director,(213) 683-0522,lacheryl@skidrow.org,SPA 4,SD 1,CD 14,207300,81, ,72,Skidrow, 
68,M,100,A,"521 S San Pedro St, Los Angeles, CA, 90013",1,-118.24422,34.04378,036-009802,PSH,Skid Row Housing Trust,Abey and Charles Cobb Apartments 118,C,0,SMF,Individual,NA,Chronically Homeless,Yes,0.92,521 S SAN PEDRO ST, ,Los Angeles,90013,62118,LaCheryl Porter,Housing Operations Director,(213) 683-0522,lacheryl@skidrow.org,SPA 4,SD 2,CD 14,206300,118, ,108,Skidrow, 
69,M,100,A,"549 Ceres Ave, Los Angeles, CA, 90013",1,-118.240626,34.040712,036-009809,PSH,Skid Row Housing Trust,Lincoln Hotel,C,0,SMF,Individual,HIV,NA,Yes,0.88,549 CERES AVE, ,Los Angeles,90013,62118,LaCheryl Porter,Housing Operations Director,(213) 683-0522,lacheryl@skidrow.org,SPA 4,SD 2,CD 14,206300,40, ,35,Skidrow, 
70,M,100,A,"543 Crocker St, Los Angeles, CA, 90013",1,-118.243469,34.042806,035-009757,TH,Skid Row Development Corporation,SRDC Transition House,C,0,SMF,Individual,NA,NA,Yes,0.23,543 CROCKER ST, ,Los Angeles,90013,62118,Kimberly Hendrix,President,(213 623-7130,khendrix@srdcla.org,SPA 4,SD 2,CD 14,206300,90, ,21,Skidrow, 
71,M,100,A,"713 E 5th St, Los Angeles, CA, 90013",1,-118.241801,34.043032,036-009805,PSH,Skid Row Housing Trust,Edward Hotel,C,0,SMF,Individual,NA,NA,Yes,1.02,713 E 5TH ST, ,Los Angeles,90013,62118,LaCheryl Porter,Housing Operations Director,(213) 683-0522,lacheryl@skidrow.org,SPA 4,SD 1,CD 14,206200,46, ,47,Skidrow, 
72,M,100,A,"566 S San Pedro St, Los Angeles, CA, 90013",1,-118.244884,34.042609,427-017855,ES,Hope of the Valley Rescue Mission,Winter Shelter Program I,N,Facility-based beds,SMF,Individual,NA, ,Yes,1,566 S. San Pedro St., ,Los Angeles,90013,62118,Jonathan Leeper,Director of Community Relations,(818) 469-3998,jonathan.leeper@hopeofthevalley.org,SPA 4,SD 2,CD 14,206300,54, ,54, , 
73,M,100,A,"427 E 5th St, Los Angeles, CA, 90013",1,-118.244633,34.044554,039-009714,ES,Los Angeles Single Room Occupancy Housing Corporation,Year Round Shelter Program,C,Facility-based beds,SMF,Individual,NA,NA,Yes,0.95,427 E. 5th St., ,Los Angeles,90013,62118,Denice Walker,Program Manager,(213) 229-9678,dwalker@srohousing.org,SPA 4,SD 1,CD 14,206200,104, ,99,Skidrow, 
74,M,100,A,"512 S Main St, Los Angeles, CA, 90013",1,-118.248637,34.046464,039-009710,PSH,Los Angeles Single Room Occupancy Housing Corporation,Leonide Hotel,C,0,SMF,Individual,NA,Chronically Homeless,No,0.88,512 S. Main St., ,Los Angeles,90013,62118,Virginia Reed,Program Manager,(213) 633-4716,vreed@srohousing.org,SPA 4,SD 1,CD 14,207300,64, ,56,Skidrow, 
75,M,100,A,"412 E 5th St, Los Angeles, CA, 90013",1,-118.24483,34.044504,039-009719,PSH,Los Angeles Single Room Occupancy Housing Corporation,Southern Hotel,C,0,SMF,Individual,NA,Chronically Homeless,No,0.87,412 E. 5th St., ,Los Angeles,90013,62118,Virginia Reed,Program Manager,(213) 633-4716,vreed@srohousing.org,SPA 4,SD 2,CD 14,206300,53, ,46,Skidrow, 
76,M,100,A,"310 E 5th St, Los Angeles, CA, 90013",1,-118.245723,34.044837,039-009738,PSH,Los Angeles Single Room Occupancy Housing Corporation,Shelter Plus Care Scattered Sites,C,0,SMF,Individual,NA,Chronically Homeless,Yes,0.88,310 E. 5th St., ,Los Angeles,90013,62118,Virginia Reed,Program Manager,(213) 633-4716,vreed@srohousing.org,SPA 4,SD 2,CD 14,206300,272, ,240,Skidrow, 
77,M,90.87,A,"517 San Julian St, Los Angeles, CA, 90013",1,-118.245221,34.044307,039-009744,ES,Los Angeles Single Room Occupancy Housing Corporation,DPSS,C,Voucher beds,SMF,Individual,NA,NA,No,0.67,517 S. San Julian Street, ,Los Angeles,90013,62118,Myrna Dantes,Admin. Contracts & Grants,(213) 229-9640,mdantes@srohousing.org,SPA 4,SD 2,CD 14,206300,30, ,20,Skidrow, 
78,M,100,A,"526 S San Pedro St, Los Angeles, CA, 90013",1,-118.244314,34.043423,028-006402,ES,"LAMP Community, Inc.",Harm Reduction Program,C,Facility-based beds,SMF,Individual,NA,Multi-Diagnosed,No,2.75,526 S. San Pedro St., ,Los Angeles,90013,62118,Carolina Cortazar,Associate Director,(213) 488-9559,carolinac@lampcommunity.org,SPA 4,SD 2,CD 14,206300,8, ,22,Skidrow, 
79,M,90.87,A,"517 San Julian St, Los Angeles, CA, 90013",1,-118.245221,34.044307,039-009752,TH,Los Angeles Single Room Occupancy Housing Corporation,H Transitional Housing Program,C,0,SMF,Individual,HIV,NA,No,1,517 S. San Julian St., ,Los Angeles,90013,62118,Lorraine Hines,Chief of Residential Housing,(661) 945-5509,lhines@avdvc.org,SPA 4,SD 2,CD 14,206300,5, ,5,Skidrow, 
80,M,100,A,"506 San Julian St, Los Angeles, CA, 90013",1,-118.244998,34.044429,039-009707,PSH,Los Angeles Single Room Occupancy Housing Corporation,James M. Wood Apartments,C,0,SMF,Individual,NA,Chronically Homeless,No,0.85,506 San Julian St., ,Los Angeles,90013,62118,Virginia Reed,Program Manager,(213) 633-4716,vreed@srohousing.org,SPA 4,SD 2,CD 14,206300,52, ,44,Skidrow, 
81,M,90.87,A,"517 San Julian St, Los Angeles, CA, 90013",1,-118.245221,34.044307,039-009751,ES,Los Angeles Single Room Occupancy Housing Corporation,H Emergency Shelter,C,Facility-based beds,SMF,Individual,HIV,NA,No,0.9,517 S. San Julian St., ,Los Angeles,90013,62118,Gabriel Negrete,Program Manager,(213) 633-5958,gabrieln@srohousing.org,SPA 4,SD 2,CD 14,206300,20, ,18,Skidrow, 
82,M,100,A,"505 S San Pedro St, Los Angeles, CA, 90013",1,-118.243996,34.044152,039-009732,PSH,Los Angeles Single Room Occupancy Housing Corporation,Gateway Apartments Shelter Plus Care,C,0,SMF,Individual,NA,Chronically Homeless,Yes,0.87,505 S. San Pedro St., ,Los Angeles,90013,62118,Virginia Reed,Program Manager,(213) 633-4716,vreed@srohousing.org,SPA 4,SD 2,CD 14,206300,108, ,94,Skidrow, 
83,M,100,A,"508 E 4th St, Los Angeles, CA, 90013",1,-118.241402,34.044828,036-009807,PSH,Skid Row Housing Trust,Hart Hotel,C,0,SMF,Individual,NA,NA,Yes,0.92,508 E 4TH ST, ,Los Angeles,90013,62118,LaCheryl Porter,Housing Operations Director,(213) 683-0522,lacheryl@skidrow.org,SPA 4,SD 1,CD 14,206200,38, ,35,Skidrow, 
84,M,100,A,"526 S San Pedro St, Los Angeles, CA, 90013",1,-118.244314,34.043423,028-006414,PSH,"LAMP Community, Inc.",Housing for Health,N,0,SMF,Individual,NA, ,No,1,526 S. San Pedro St., ,Los Angeles,90013,62118,Carolina Cortazar,Associate Director,(213) 935-8707 x 251,carolinac@lampcommunity.org,SPA 4,SD 2,CD 14,206300,10, ,10,Skidrow, 
85,M,100,A,"112 W 5th St, Los Angeles, CA, 90013",1,-118.249069,34.047013,111-111600,PSH,Los Angeles Single Room Occupancy Housing Corporation,Rosslyn Apartments,N,0,SMF,Individual,NA, ,No,0.67,112 W. 5th St., ,Los Angeles,90013,62118,Virginia Reed,Program Manager,(213) 633-4717,vreed@srohousing.org,SPA 4,SD 1,CD 14,207300,168, ,112,Skidrow, 
86,M,83.37,M,"830 S Westlake Ave, Los Angeles, CA, 90057",1,-118.276913,34.053852,028-006401,PSH,"LAMP Community, Inc.","Lamp, Inc. - Scattered Sites PRA",C,0,SMHC,Family,NA, ,No,0.96,830 Westlake Ave., ,Los Angeles,90013,62118,Jose Manriquez,Manager,(213) 488-9559 x 202,josem@lampcommunity.org,SPA 4,SD 1,CD 1,209402,25, ,24, , 
87,M,100,A,"566 S San Pedro St, Los Angeles, CA, 90013",1,-118.244884,34.042609,024-006353,ES,"JWCH Institute, Inc.",HOPWA - Emergency Shelter,C,Facility-based beds,SMF,Individual,HIV,NA,No,0.93,566 S. San Pedro St., ,Los Angeles,90013,62118,Aiisha Ferdusan,Program Manager,(213) 486-4946,eegyptt415@gmail.com,SPA 4,SD 2,CD 14,206300,30, ,28,Skidrow, 
88,M,100,A,"526 S San Pedro St, Los Angeles, CA, 90013",1,-118.244314,34.043423,028-006412,PSH,"LAMP Community, Inc.",United Way SS FA 5,C,0,SMF,Individual,NA,Chronically Homeless,No,0.9,526 S. San Pedro St., ,Los Angeles,90013,62118,Carolina Cortazar,Associate Director,(213) 935-8707 x 250,carolinac@lampcommunity.org,SPA 4,SD 2,CD 14,206300,20, ,18,Skidrow, 
89,M,100,A,"526 S San Pedro St, Los Angeles, CA, 90013",1,-118.244314,34.043423,028-006410,PSH,"LAMP Community, Inc.",Lamp Supportive Housing Program,C,0,SMF,Individual,NA,Chronically Homeless,Yes,0.67,526 S. San Pedro St., ,Los Angeles,90013,62118,Stuart Robinson,Director of Homeless and Housing Services,(213) 243-0904,stuartr@lampcommunity.org,SPA 4,SD 2,CD 14,206300,58, ,39,Skidrow, 
90,M,100,A,"567 S San Pedro St, Los Angeles, CA, 90013",1,-118.244988,34.042679,024-006360,TH,"JWCH Institute, Inc.",HOPWA - Transitional Housing,C,0,SMF,Individual,HIV,NA,No,1,567 S. San Pedro St., ,Los Angeles,90013,62118,Sergio Avilla,Director of HIV Services & Substance Abuse,(323) 356-2545,savina@jwchinstitute.org,SPA 4,SD 2,CD 14,206300,5, ,5,Skidrow, 
91,M,100,A,"527 Crocker St, Los Angeles, CA, 90013",1,-118.243209,34.04308,028-006408,ES,"LAMP Community, Inc.",Village Shelter AB109,C,Facility-based beds,SMF,Individual,NA,Mentally Ill,Yes,0.32,527 Crocker St, ,Los Angeles,90013,62118,Carolina Cortazar,Associate Director,(213) 488-9559,carolinac@lampcommunity.org,SPA 4,SD 2,CD 14,206300,96, ,31,Skidrow, 
92,M,100,A,"417 E 5th St, Los Angeles, CA, 90013",1,-118.244737,34.044591,039-009754,PSH,Los Angeles Single Room Occupancy Housing Corporation,Golden West Permanent Housing Program,N,0,SMF,Individual,NA,NA,Yes,0.88,417 E. 5th St., ,Los Angeles,90013,62118,Virginia Reed,Program Manager,(213) 633-4716,vreed@srohousing.org,SPA 4,SD 1,CD 14,206200,59, ,52,Skidrow, 
93,M,100,A,"531 San Julian St, Los Angeles, CA, 90013",1,-118.245368,34.044068,039-009736,PSH,Los Angeles Single Room Occupancy Housing Corporation,Renato Apartments,C,0,SMF,Individual,NA,Chronically Homeless,No,0.87,531 San Julian St., ,Los Angeles,90013,62118,Virginia Reed,Program Manager,(213) 633-4716,vreed@srohousing.org,SPA 4,SD 2,CD 14,206300,95, ,83,Skidrow, 
94,M,100,A,"566 S San Pedro St, Los Angeles, CA, 90013",1,-118.244884,34.042609,043-011407,TH,Weingart Center Association,Women's Renaissance,C,0,SF,Individual,NA,NA,Yes,1.04,566 S SAN PEDRO ST, ,Los Angeles,90013,62118,Jason Hall,Quality Assurance Manager,(213) 689-2167,jasonh@weingart.org,SPA 4,SD 2,CD 14,206300,54, ,56,Skidrow, 
95,M,100,A,"566 S San Pedro St, Los Angeles, CA, 90013",1,-118.244884,34.042609,043-011411,ES,Weingart Center Association,Open Door Residential Renewal,C,Facility-based beds,SMF,Individual,NA,NA,Yes,1.18,566 S SAN PEDRO ST, ,Los Angeles,90013,62118,Kevin Martin,Programs Manager,(213) 689-2282,kevinm@weingart.org,SPA 4,SD 2,CD 14,206300,49, ,58,Skidrow, 
96,M,100,A,"523 San Julian St, Los Angeles, CA, 90013",1,-118.245284,34.044205,039-009712,TH,Los Angeles Single Room Occupancy Housing Corporation,Marshal House Transitional Housing Program,C,0,SMF,Individual,NA,Substance Abusers,Yes,0.06,523 San Julian St., ,Los Angeles,90013,62118,Rosalind Harris,Program Manager,(213) 229-9680,rharris@srohousing.org,SPA 4,SD 2,CD 14,206300,71, ,4,Skidrow, 
97,M,100,A,"566 S San Pedro St, Los Angeles, CA, 90013",1,-118.244884,34.042609,043-011424,TH,Weingart Center Association,Health Care for Homeless Veterans (HCHV),N,0,SMF,Individual,NA, ,Yes,2.1,566 S SAN PEDRO ST, ,Los Angeles,90013,62118,Jason Hall,Quality Assurance Manager,(213) 689-2167,jasonh@weingart.org,SPA 4,SD 2,CD 14,206300,20, ,42,Skidrow, 
98,M,100,A,"566 S San Pedro St, Los Angeles, CA, 90013",1,-118.244884,34.042609,043-011412,TH,Weingart Center Association,EPIC,C,0,SMF,Individual,NA,Persons Returning from Prison or Jail,No,0.09,566 S SAN PEDRO ST, ,Los Angeles,90013,62118,Kevin Martin,Program Manager,(213) 689-2282,kevinm@weingart.org,SPA 4,SD 2,CD 14,206300,85, ,8,Skidrow, 
99,M,100,A,"566 S San Pedro St, Los Angeles, CA, 90013",1,-118.244884,34.042609,043-011406,TH,Weingart Center Association,GPD - Veterans Transitional Housing Program,C,0,SMF,Individual,NA,NA,Yes,0.86,566 S SAN PEDRO ST, ,Los Angeles,90013,62118,Jason Hall,Quality Assurance Manager,(213) 689-2167,jasonh@weingart.org,SPA 4,SD 2,CD 14,206300,100, ,86,Skidrow,Veterans
100,M,100,A,"601 S San Pedro St, Los Angeles, CA, 90014",1,-118.245302,34.042258,155-007501,ES,Midnight Mission,Safe Sleep Program,C,Facility-based beds,SMF,Individual,NA,Chronically Homeless,No,0.74,601 S. San Pedro Street, ,Los Angeles,90014,62118,Brandon Beckman,Director of Programs,(213) 624-9258 x 1237,bbeckman@midnightmission.org,SPA 4,SD 2,CD 14,206300,112, ,83,Skidrow, 
101,M,100,A,"303 E 5th St, Los Angeles, CA, 90013",1,-118.245692,34.044955,278-007104,ES,Los Angeles Mission,Overnight Beds for Men,C,Facility-based beds,SM,Individual,NA,NA,No,0.92,303 East Fifth St, 3rd Floor,Los Angeles,90013,62118,Timothy Law,Dir. Men's Services,(213) 629-1227,tlaw@lamission.net,SPA 4,SD 1,CD 14,206200,174, ,160,Skidrow, 
102,M,100,A,"240 E 6th St, Los Angeles, CA, 90014",1,-118.247906,34.043887,036-009824,PSH,Skid Row Housing Trust,Star Apartments,N,0,SMF,Individual,NA,NA,No,0.94,240 E 6TH ST, ,Los Angeles,90014,62118,LaCheryl Porter,Housing Operations Director,(213) 683-0522,lacheryl@skidrow.org,SPA 4,SD 2,CD 14,206300,100, ,94,Skidrow, 
103,M,100,A,"303 E 5th St, Los Angeles, CA, 90013",1,-118.245692,34.044955,278-007101,ES,Los Angeles Mission,Fresh Start,C,Facility-based beds,SM,Individual,NA,Substance Abusers,No,0.93,303 East Fifth St, 2nd and 3rd Floor,Los Angeles,90013,62118,Timothy Law,Dir. Men's Services,(213) 629-1227,tlaw@lamission.net,SPA 4,SD 1,CD 14,206200,169, ,158,Skidrow, 
104,M,100,A,"427 E 5th St, Los Angeles, CA, 90013",1,-118.244633,34.044554,039-009701,PSH,Los Angeles Single Room Occupancy Housing Corporation,Brownstone Hotel,C,0,SMF,Individual,NA,Chronically Homeless,Yes,0.89,427 E. 5th St., ,Los Angeles,90013,62118,Virginia Reed,Program Manager,(213) 633-4716,vreed@srohousing.org,SPA 4,SD 1,CD 14,206200,47, ,42,Skidrow, 
105,M,90.87,A,"517 San Julian St, Los Angeles, CA, 90013",1,-118.245221,34.044307,039-009743,ES,Los Angeles Single Room Occupancy Housing Corporation,Downtown Mental Health,C,Facility-based beds,SMF,Individual,NA,Mentally Ill,No,0.53,517 S. San Julian St., ,Los Angeles,90013,62118,Myrna Dantes,Admin. Contracts & Grants,(213) 229-9640,mdantes@srohousing.org,SPA 4,SD 2,CD 14,206300,15, ,8,Skidrow, 
106,M,100,A,"601 S San Pedro St, Los Angeles, CA, 90014",1,-118.245302,34.042258,155-007502,TH,Midnight Mission,Transitional Housing,C,0,SM,Individual,NA,Chronically Homeless,No,0,601 S. San Pedro Street, ,Los Angeles,90014,62118,Brandon Beckman,Director of Programs,(213) 624-9258 x 1237,bbeckman@midnightmission.org,SPA 4,SD 2,CD 14,206300,278, ,0,Skidrow, 
107,M,100,A,"622 Wall St, Los Angeles, CA, 90014",1,-118.247368,34.043079,083-011300,PSH,Volunteers of America of Los Angeles,Ballington Plaza,C,0,SMF,Individual,NA, ,Yes,0.99,622 WALL ST, ,Los Angeles,90014,62118,Henery Wilson,Program Director,(213) 799-1832,henerywil@aol.com,SPA 4,SD 2,CD 14,206300,270, ,267,Skidrow, 
108,M,100,A,"643 S San Pedro St, Los Angeles, CA, 90014",1,-118.245884,34.041623,036-009814,PSH,Skid Row Housing Trust,Rainbow Apartments,C,0,SMF,Individual,NA,Chronically Homeless,Yes,0.93,643 S SAN PEDRO ST, ,Los Angeles,90014,62118,LaCheryl Porter,Housing Operations Director,(213) 683-0522,lacheryl@skidrow.org,SPA 4,SD 2,CD 14,206300,87, ,81,Skidrow, 
109,M,100,A,"729 S Main St, Los Angeles, CA, 90014",1,-118.252233,34.04343,036-009832,PSH,Skid Row Housing Trust,Skid Row Housing - Skid Row Collaborative,C,0,SMF,Individual,NA,NA,Yes,0.82,729 S MAIN ST, ,Los Angeles,90014,62118,LaCheryl Porter,Housing Operations Director,(213) 683-0522,lacheryl@skidrow.org,SPA 4,SD 1,CD 14,207300,137, ,113,Skidrow, 
110,M,100,A,"721 S Main St, Los Angeles, CA, 90014",1,-118.251993,34.043581,036-009804,PSH,Skid Row Housing Trust,Dewey Hotel,C,0,SMF,Individual,HIV,NA,Yes,0.93,721 S MAIN ST, ,Los Angeles,90014,62118,LaCheryl Porter,Housing Operations Director,(213) 683-0522,lacheryl@skidrow.org,SPA 4,SD 1,CD 14,207300,42, ,39,Skidrow, 
111,M,100,A,"601 S San Pedro St, Los Angeles, CA, 90014",1,-118.245302,34.042258,155-007504,ES,Midnight Mission,EDAR Program (Everyone Deserves a Roof),C,Other beds,SM,Individual,NA, ,No,1,601 S. San Pedro St., ,Los Angeles,90014,62118,Brandon Beckman,Director of Programs,(213) 624-9258 x 1238,bbeckman@midnightmission.org,SPA 4,SD 2,CD 14,206300,17, ,17,Skidrow, 
112,M,100,A,"601 S San Pedro St, Los Angeles, CA, 90014",1,-118.245302,34.042258,155-007503,TH,Midnight Mission,Homelight Family Living,C,0,HC,Family,NA,NA,No,0.69,601 S. San Pedro St., ,Los Angeles,90014,62118,Brandon Beckman,Director of Programs,(213) 624-9258 x 1237,bbeckman@midnightmission.org,SPA 4,SD 2,CD 14,206300,39, ,27,Skidrow, 
113,M,100,A,"625 S San Pedro St, Los Angeles, CA, 90014",1,-118.245619,34.041886,036-009800,PSH,Skid Row Housing Trust,Skid Row Housing Trust - Abbey Apartments,C,0,SMF,Individual,NA,Chronically Homeless,Yes,0.89,625 S SAN PEDRO ST, ,Los Angeles,90014,62118,LaCheryl Porter,Housing Operations Director,(213) 683-0522,lacheryl@skidrow.org,SPA 4,SD 2,CD 14,206300,45, ,40,Skidrow, 
114,M,100,A,"622 Wall St, Los Angeles, CA, 90014",1,-118.247368,34.043079,083-011274,TH,Volunteers of America of Los Angeles,VS-21,C,0,SM,Individual,NA,NA,No,1.33,622 WALL ST, ,Los Angeles,90014,62118,Henery Wilson,Program Director,(213) 799-1832,henerywil@aol.com,SPA 4,SD 2,CD 14,206300,55, ,73,Skidrow,Veterans
115,M,100,PP, ,1,-118.265679,34.03957,013-002621,OPH,"Catholic Charities of Los Angeles, Inc.",Homeless Section 8 Voucher Program (HACLA),C,0,SMF+HC,Family,NA,NA,Yes,0.9,P.O. Box 15095, ,Los Angeles,90015,62118,Carol Liu,Client Services Site Supervisor,(213) 235-1460,cliu@gschomeless.org,SPA 4,SD 1,CD 1,209300,10, ,9, , 
116,M,100,PP, ,1,-118.264434,34.038874,228-002901,ES,Chicana Service Action Center,Free Spirit Shelter,C,Facility-based beds,SFHC,Family,DV,NA,No,0.06,Confidential, ,Los Angeles,90015,62118,Liana Garcia,Counselor,(323) 264-5627,liana.garcia@lacsac.com,SPA 4,SD 1,CD 14,207710,49, ,3, , 
117,M,100,A,"832 James M Wood Blvd, Los Angeles, CA, 90015",1,-118.263977,34.046695,040-009427,ES,The Salvation Army,Zahn Emergency Shelter,C,Facility-based beds,HC,Family,NA,Chronically Homeless,Yes,0.85,832 JAMES M WOOD BLVD, ,Los Angeles,90015,62118,Ana Aguirre,Program Manager,(213) 438-1617,ana.aguirre@usw.salvationarmy.org,SPA 4,SD 1,CD 14,207710,40, ,34, , 
118,M,90.87,A,"310 Winston St, Los Angeles, CA, 90013",1,-118.244948,34.045447,278-007100,TH,Los Angeles Mission,Anne Douglas Center for Women,C,0,SF,Individual,NA,NA,No,0.7,310 E. Winston Street, ,Los Angeles,90013,62118,Timothy Law,Dir. Men's Services,(213) 629-1227,tlaw@lamission.net,SPA 4,SD 1,CD 14,206200,27, ,19,Skidrow, 
119,M,100,A,"501 E 7th St, Los Angeles, CA, 90014",1,-118.247295,34.041196,039-009737,PSH,Los Angeles Single Room Occupancy Housing Corporation,Yankee Hotel,C,0,SMF,Individual,NA,Chronically Homeless,Yes,0.98,501 E. 7th St., ,Los Angeles,90014,62118,Virginia Reed,Program Manager,(213) 633-4716,vreed@srohousing.org,SPA 4,SD 2,CD 14,206300,56, ,55,Skidrow, 
120,M,100,A,"413 E 7th St, Los Angeles, CA, 90014",1,-118.248103,34.041765,039-009711,PSH,Los Angeles Single Room Occupancy Housing Corporation,Lyndon Apartments,C,0,SMF,Individual,NA,Chronically Homeless,Yes,0.86,413 E. 7th St., ,Los Angeles,90014,62118,Virginia Reed,Program Manager,(213) 633-4716,vreed@srohousing.org,SPA 4,SD 2,CD 14,206300,58, ,50,Skidrow, 
121,M,79.91,M,"560 Stanford Ave, Los Angeles, CA, 90013",1,-118.242106,34.041456,039-009703,PSH,Los Angeles Single Room Occupancy Housing Corporation,Eugene Hotel,C,0,SMF,Individual,NA,Chronically Homeless,Yes,0.93,560 S. Stanford St., ,Los Angeles,90013,62118,Virginia Reed,Program Manager,(213) 633-4716,vreed@srohousing.org,SPA 4,SD 2,CD 14,206300,54, ,50,Skidrow, 
122,M,83.37,M,"660 Stanford Ave, Los Angeles, CA, 90021",1,-118.244073,34.039266,028-006405,PSH,"LAMP Community, Inc.","Lamp, Inc. - Lodge SRA",C,0,SMF,Individual,NA,Mentally Ill,Yes,0.89,660 S. Stanford Ave., ,Los Angeles,90013,62118,Jose Manriquez,Manager,(213) 488-9559 x 203,josem@lampcommunity.org,SPA 4,SD 2,CD 14,206300,19, ,17,Skidrow, 
123,M,100,A,"605 W Olympic Blvd, Los Angeles, CA, 90015",1,-118.261674,34.043825,038-010152,PSH,"Special Service for Groups, Inc.",Sponsor-Based S+C (HACLA),C,0,SMF,Individual,NA,Mentally Ill,Yes,0.86,605 W OLYMPIC BLVD, ,Los Angeles,90015,62118,Eric Lee,Housing Program Coordinator,(213) 483-5167,elee@apctc.org,SPA 4,SD 3,CD 4,211500,22, ,19, , 
124,M,100,A,"1330 S Olive St, Los Angeles, CA, 90015",1,-118.263625,34.037243,011-001111,PSH,A Community of Friends,La Primavera Apartments,C,0,SMF,Individual,NA,Mentally Ill,No,0.97,1330 S. Olive St., ,Los Angeles,90015,62118,Dora Leong Gallo,CEO,(213) 480-0809,dgallo@acof.org,SPA 4,SD 1,CD 14,224010,35, ,34, , 
126,M,83.37,M,"538 Wall St, Los Angeles, CA, 90013",1,-118.246237,34.044324,039-009713,PSH,Los Angeles Single Room Occupancy Housing Corporation,Palmer House,C,0,SMF,Individual,NA,Chronically Homeless,No,0.91,538 S. Wall St., ,Los Angeles,90015,62118,Virginia Reed,Program Manager,(213) 633-4716,vreed@srohousing.org,SPA 4,SD 2,CD 14,206300,65, ,59,Skidrow, 
127,M,100,A,"303 Loma Dr, Los Angeles, CA, 90017",1,-118.265675,34.059865,289-007900,OPH,New Economics For Women,Homeless Section 8 Voucher Program,C,0,SMF,Individual,NA,NA,Yes,1,303 Loma Dr, ,Los Angeles,90017,62118,Sandra Villalobos,VP of Operations,(213) 484-1008,svillalobos@newcapital-llc.com,SPA 4,SD 1,CD 1,209101,2, ,2, , 
128,M,100,A,"1200 Wilshire Blvd, Los Angeles, CA, 90017",1,-118.264882,34.052987,392-016300,TH,Integrated Recovery Network,Transitional Housing Program,C,0,SMF,Individual,NA,Persons Returning from Prison or Jail,No,1,1200 WIlshire Blvd, ,Los Angeles,90017,62118,Marsha Temple,Executive Director,(213) 977-9447,mtemple@integratedrecoverynetwork.org,SPA 4,SD 1,CD 1,209102,23, ,23, , 
